#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2516   0.679650E+02  -0.204173E+01   0.804790E-06  -0.204173E+01   0.302852E+01  -0.336906E-07   0.804790E-06  -0.336906E-07   0.135299E-08
  2517   0.677243E+02  -0.207272E+01   0.799804E-06  -0.207272E+01   0.303821E+01  -0.327901E-07   0.799804E-06  -0.327901E-07   0.135199E-08
  2518   0.674868E+02  -0.210441E+01   0.794230E-06  -0.210441E+01   0.304772E+01  -0.318574E-07   0.794230E-06  -0.318574E-07   0.135099E-08
  2519   0.672527E+02  -0.213678E+01   0.788100E-06  -0.213678E+01   0.305703E+01  -0.308956E-07   0.788100E-06  -0.308956E-07   0.134999E-08
  2520   0.670220E+02  -0.216980E+01   0.781447E-06  -0.216980E+01   0.306613E+01  -0.299082E-07   0.781447E-06  -0.299082E-07   0.134899E-08
  2521   0.667946E+02  -0.220347E+01   0.774304E-06  -0.220347E+01   0.307503E+01  -0.288983E-07   0.774304E-06  -0.288983E-07   0.134799E-08
  2522   0.665706E+02  -0.223775E+01   0.766703E-06  -0.223775E+01   0.308372E+01  -0.278693E-07   0.766703E-06  -0.278693E-07   0.134700E-08
  2523   0.663500E+02  -0.227263E+01   0.758678E-06  -0.227263E+01   0.309220E+01  -0.268245E-07   0.758678E-06  -0.268245E-07   0.134600E-08
  2524   0.661328E+02  -0.230808E+01   0.750262E-06  -0.230808E+01   0.310046E+01  -0.257671E-07   0.750262E-06  -0.257671E-07   0.134501E-08
  2525   0.659192E+02  -0.234410E+01   0.741486E-06  -0.234410E+01   0.310850E+01  -0.247005E-07   0.741486E-06  -0.247005E-07   0.134402E-08
  2526   0.657089E+02  -0.238064E+01   0.732384E-06  -0.238064E+01   0.311630E+01  -0.236279E-07   0.732384E-06  -0.236279E-07   0.134303E-08
  2527   0.655021E+02  -0.241771E+01   0.722988E-06  -0.241771E+01   0.312389E+01  -0.225527E-07   0.722988E-06  -0.225527E-07   0.134203E-08
  2528   0.652988E+02  -0.245526E+01   0.713332E-06  -0.245526E+01   0.313123E+01  -0.214780E-07   0.713332E-06  -0.214780E-07   0.134104E-08
  2529   0.650990E+02  -0.249329E+01   0.703448E-06  -0.249329E+01   0.313833E+01  -0.204074E-07   0.703448E-06  -0.204074E-07   0.134006E-08
  2530   0.649026E+02  -0.253178E+01   0.693369E-06  -0.253178E+01   0.314520E+01  -0.193439E-07   0.693369E-06  -0.193439E-07   0.133907E-08
  2531   0.647098E+02  -0.257069E+01   0.683127E-06  -0.257069E+01   0.315182E+01  -0.182909E-07   0.683127E-06  -0.182909E-07   0.133808E-08
  2532   0.645205E+02  -0.261001E+01   0.672756E-06  -0.261001E+01   0.315819E+01  -0.172517E-07   0.672756E-06  -0.172517E-07   0.133710E-08
  2533   0.643346E+02  -0.264972E+01   0.662289E-06  -0.264972E+01   0.316430E+01  -0.162296E-07   0.662289E-06  -0.162296E-07   0.133611E-08
  2534   0.641524E+02  -0.268980E+01   0.651757E-06  -0.268980E+01   0.317016E+01  -0.152279E-07   0.651757E-06  -0.152279E-07   0.133513E-08
  2535   0.639735E+02  -0.273023E+01   0.641194E-06  -0.273023E+01   0.317575E+01  -0.142499E-07   0.641194E-06  -0.142499E-07   0.133415E-08
  2536   0.637982E+02  -0.277098E+01   0.630633E-06  -0.277098E+01   0.318108E+01  -0.132988E-07   0.630633E-06  -0.132988E-07   0.133316E-08
  2537   0.636264E+02  -0.281204E+01   0.620107E-06  -0.281204E+01   0.318615E+01  -0.123780E-07   0.620107E-06  -0.123780E-07   0.133218E-08
  2538   0.634580E+02  -0.285337E+01   0.609647E-06  -0.285337E+01   0.319093E+01  -0.114907E-07   0.609647E-06  -0.114907E-07   0.133120E-08
  2539   0.632932E+02  -0.289498E+01   0.599288E-06  -0.289498E+01   0.319545E+01  -0.106403E-07   0.599288E-06  -0.106403E-07   0.133022E-08
  2540   0.631318E+02  -0.293682E+01   0.589062E-06  -0.293682E+01   0.319969E+01  -0.982998E-08   0.589062E-06  -0.982998E-08   0.132925E-08
  2541   0.629739E+02  -0.297887E+01   0.579001E-06  -0.297887E+01   0.320366E+01  -0.906312E-08   0.579001E-06  -0.906312E-08   0.132827E-08
  2542   0.628195E+02  -0.302113E+01   0.569138E-06  -0.302113E+01   0.320734E+01  -0.834298E-08   0.569138E-06  -0.834298E-08   0.132730E-08
  2543   0.626686E+02  -0.306357E+01   0.559507E-06  -0.306357E+01   0.321075E+01  -0.767284E-08   0.559507E-06  -0.767284E-08   0.132632E-08
  2544   0.625211E+02  -0.310615E+01   0.550139E-06  -0.310615E+01   0.321387E+01  -0.705601E-08   0.550139E-06  -0.705601E-08   0.132535E-08
  2545   0.623771E+02  -0.314887E+01   0.541069E-06  -0.314887E+01   0.321671E+01  -0.649577E-08   0.541069E-06  -0.649577E-08   0.132437E-08
  2546   0.622365E+02  -0.319170E+01   0.532328E-06  -0.319170E+01   0.321927E+01  -0.599542E-08   0.532328E-06  -0.599542E-08   0.132340E-08
  2547   0.620994E+02  -0.323462E+01   0.523949E-06  -0.323462E+01   0.322154E+01  -0.555826E-08   0.523949E-06  -0.555826E-08   0.132243E-08
  2548   0.619656E+02  -0.327762E+01   0.515965E-06  -0.327762E+01   0.322352E+01  -0.518756E-08   0.515965E-06  -0.518756E-08   0.132146E-08
  2549   0.618353E+02  -0.332065E+01   0.508410E-06  -0.332065E+01   0.322521E+01  -0.488663E-08   0.508410E-06  -0.488663E-08   0.132049E-08
  2550   0.617082E+02  -0.336372E+01   0.501315E-06  -0.336372E+01   0.322661E+01  -0.465875E-08   0.501315E-06  -0.465875E-08   0.131953E-08
  2551   0.615846E+02  -0.340679E+01   0.494704E-06  -0.340679E+01   0.322771E+01  -0.450614E-08   0.494704E-06  -0.450614E-08   0.131856E-08
  2552   0.614642E+02  -0.344984E+01   0.488560E-06  -0.344984E+01   0.322852E+01  -0.442669E-08   0.488560E-06  -0.442669E-08   0.131759E-08
  2553   0.613472E+02  -0.349287E+01   0.482857E-06  -0.349287E+01   0.322902E+01  -0.441719E-08   0.482857E-06  -0.441719E-08   0.131663E-08
  2554   0.612334E+02  -0.353583E+01   0.477569E-06  -0.353583E+01   0.322923E+01  -0.447445E-08   0.477569E-06  -0.447445E-08   0.131567E-08
  2555   0.611228E+02  -0.357872E+01   0.472671E-06  -0.357872E+01   0.322914E+01  -0.459528E-08   0.472671E-06  -0.459528E-08   0.131470E-08
  2556   0.610154E+02  -0.362152E+01   0.468135E-06  -0.362152E+01   0.322875E+01  -0.477648E-08   0.468135E-06  -0.477648E-08   0.131374E-08
  2557   0.609114E+02  -0.366420E+01   0.463935E-06  -0.366420E+01   0.322806E+01  -0.501486E-08   0.463935E-06  -0.501486E-08   0.131278E-08
  2558   0.608104E+02  -0.370674E+01   0.460047E-06  -0.370674E+01   0.322707E+01  -0.530722E-08   0.460047E-06  -0.530722E-08   0.131182E-08
  2559   0.607125E+02  -0.374913E+01   0.456443E-06  -0.374913E+01   0.322578E+01  -0.565036E-08   0.456443E-06  -0.565036E-08   0.131086E-08
  2560   0.606179E+02  -0.379134E+01   0.453097E-06  -0.379134E+01   0.322419E+01  -0.604109E-08   0.453097E-06  -0.604109E-08   0.130991E-08
  2561   0.605263E+02  -0.383336E+01   0.449983E-06  -0.383336E+01   0.322230E+01  -0.647621E-08   0.449983E-06  -0.647621E-08   0.130895E-08
  2562   0.604377E+02  -0.387517E+01   0.447075E-06  -0.387517E+01   0.322011E+01  -0.695254E-08   0.447075E-06  -0.695254E-08   0.130799E-08
  2563   0.603522E+02  -0.391675E+01   0.444347E-06  -0.391675E+01   0.321761E+01  -0.746686E-08   0.444347E-06  -0.746686E-08   0.130704E-08
  2564   0.602696E+02  -0.395807E+01   0.441773E-06  -0.395807E+01   0.321482E+01  -0.801599E-08   0.441773E-06  -0.801599E-08   0.130608E-08
  2565   0.601899E+02  -0.399913E+01   0.439326E-06  -0.399913E+01   0.321171E+01  -0.859674E-08   0.439326E-06  -0.859674E-08   0.130513E-08
  2566   0.601131E+02  -0.403989E+01   0.436981E-06  -0.403989E+01   0.320831E+01  -0.920589E-08   0.436981E-06  -0.920589E-08   0.130418E-08
  2567   0.600392E+02  -0.408035E+01   0.434711E-06  -0.408035E+01   0.320461E+01  -0.984027E-08   0.434711E-06  -0.984027E-08   0.130323E-08
  2568   0.599681E+02  -0.412048E+01   0.432490E-06  -0.412048E+01   0.320061E+01  -0.104967E-07   0.432490E-06  -0.104967E-07   0.130228E-08
  2569   0.598999E+02  -0.416028E+01   0.430292E-06  -0.416028E+01   0.319632E+01  -0.111719E-07   0.430292E-06  -0.111719E-07   0.130133E-08
  2570   0.598343E+02  -0.419972E+01   0.428091E-06  -0.419972E+01   0.319173E+01  -0.118628E-07   0.428091E-06  -0.118628E-07   0.130038E-08
  2571   0.597715E+02  -0.423879E+01   0.425861E-06  -0.423879E+01   0.318685E+01  -0.125661E-07   0.425861E-06  -0.125661E-07   0.129943E-08
  2572   0.597114E+02  -0.427746E+01   0.423576E-06  -0.427746E+01   0.318167E+01  -0.132786E-07   0.423576E-06  -0.132786E-07   0.129849E-08
  2573   0.596539E+02  -0.431573E+01   0.421209E-06  -0.431573E+01   0.317621E+01  -0.139972E-07   0.421209E-06  -0.139972E-07   0.129754E-08
  2574   0.595991E+02  -0.435357E+01   0.418734E-06  -0.435357E+01   0.317047E+01  -0.147187E-07   0.418734E-06  -0.147187E-07   0.129660E-08
  2575   0.595467E+02  -0.439098E+01   0.416126E-06  -0.439098E+01   0.316443E+01  -0.154398E-07   0.416126E-06  -0.154398E-07   0.129565E-08
  2576   0.594969E+02  -0.442793E+01   0.413358E-06  -0.442793E+01   0.315813E+01  -0.161573E-07   0.413358E-06  -0.161573E-07   0.129471E-08
  2577   0.594496E+02  -0.446441E+01   0.410403E-06  -0.446441E+01   0.315153E+01  -0.168682E-07   0.410403E-06  -0.168682E-07   0.129377E-08
  2578   0.594046E+02  -0.450039E+01   0.407237E-06  -0.450039E+01   0.314466E+01  -0.175691E-07   0.407237E-06  -0.175691E-07   0.129283E-08
  2579   0.593621E+02  -0.453588E+01   0.403832E-06  -0.453588E+01   0.313751E+01  -0.182568E-07   0.403832E-06  -0.182568E-07   0.129189E-08
  2580   0.593218E+02  -0.457085E+01   0.400163E-06  -0.457085E+01   0.313009E+01  -0.189283E-07   0.400163E-06  -0.189283E-07   0.129095E-08
  2581   0.592838E+02  -0.460529E+01   0.396203E-06  -0.460529E+01   0.312239E+01  -0.195802E-07   0.396203E-06  -0.195802E-07   0.129001E-08
  2582   0.592480E+02  -0.463917E+01   0.391926E-06  -0.463917E+01   0.311443E+01  -0.202095E-07   0.391926E-06  -0.202095E-07   0.128907E-08
  2583   0.592144E+02  -0.467250E+01   0.387307E-06  -0.467250E+01   0.310619E+01  -0.208128E-07   0.387307E-06  -0.208128E-07   0.128814E-08
  2584   0.591829E+02  -0.470525E+01   0.382318E-06  -0.470525E+01   0.309770E+01  -0.213870E-07   0.382318E-06  -0.213870E-07   0.128720E-08
  2585   0.591535E+02  -0.473742E+01   0.376935E-06  -0.473742E+01   0.308894E+01  -0.219289E-07   0.376935E-06  -0.219289E-07   0.128627E-08
  2586   0.591261E+02  -0.476898E+01   0.371130E-06  -0.476898E+01   0.307993E+01  -0.224353E-07   0.371130E-06  -0.224353E-07   0.128534E-08
  2587   0.591006E+02  -0.479993E+01   0.364878E-06  -0.479993E+01   0.307066E+01  -0.229030E-07   0.364878E-06  -0.229030E-07   0.128440E-08
  2588   0.590771E+02  -0.483025E+01   0.358152E-06  -0.483025E+01   0.306114E+01  -0.233289E-07   0.358152E-06  -0.233289E-07   0.128347E-08
  2589   0.590555E+02  -0.485993E+01   0.350926E-06  -0.485993E+01   0.305137E+01  -0.237096E-07   0.350926E-06  -0.237096E-07   0.128254E-08
  2590   0.590356E+02  -0.488896E+01   0.343175E-06  -0.488896E+01   0.304135E+01  -0.240421E-07   0.343175E-06  -0.240421E-07   0.128161E-08
  2591   0.590175E+02  -0.491732E+01   0.334871E-06  -0.491732E+01   0.303110E+01  -0.243231E-07   0.334871E-06  -0.243231E-07   0.128068E-08
  2592   0.590011E+02  -0.494501E+01   0.325990E-06  -0.494501E+01   0.302060E+01  -0.245495E-07   0.325990E-06  -0.245495E-07   0.127975E-08
  2593   0.589863E+02  -0.497201E+01   0.316504E-06  -0.497201E+01   0.300985E+01  -0.247180E-07   0.316504E-06  -0.247180E-07   0.127883E-08
  2594   0.589731E+02  -0.499831E+01   0.306388E-06  -0.499831E+01   0.299889E+01  -0.248254E-07   0.306388E-06  -0.248254E-07   0.127790E-08
  2595   0.589614E+02  -0.502390E+01   0.295616E-06  -0.502390E+01   0.298768E+01  -0.248686E-07   0.295616E-06  -0.248686E-07   0.127697E-08
  2596   0.589512E+02  -0.504876E+01   0.284161E-06  -0.504876E+01   0.297626E+01  -0.248443E-07   0.284161E-06  -0.248443E-07   0.127605E-08
  2597   0.589425E+02  -0.507290E+01   0.271997E-06  -0.507290E+01   0.296461E+01  -0.247494E-07   0.271997E-06  -0.247494E-07   0.127513E-08
  2598   0.589350E+02  -0.509631E+01   0.259098E-06  -0.509631E+01   0.295274E+01  -0.245806E-07   0.259098E-06  -0.245806E-07   0.127420E-08
  2599   0.589289E+02  -0.511897E+01   0.245438E-06  -0.511897E+01   0.294066E+01  -0.243348E-07   0.245438E-06  -0.243348E-07   0.127328E-08
  2600   0.589240E+02  -0.514086E+01   0.230991E-06  -0.514086E+01   0.292837E+01  -0.240088E-07   0.230991E-06  -0.240088E-07   0.127236E-08
  2601   0.589204E+02  -0.516200E+01   0.215742E-06  -0.516200E+01   0.291588E+01  -0.236004E-07   0.215742E-06  -0.236004E-07   0.127144E-08
  2602   0.589179E+02  -0.518237E+01   0.199726E-06  -0.518237E+01   0.290319E+01  -0.231118E-07   0.199726E-06  -0.231118E-07   0.127052E-08
  2603   0.589165E+02  -0.520195E+01   0.182986E-06  -0.520195E+01   0.289030E+01  -0.225464E-07   0.182986E-06  -0.225464E-07   0.126960E-08
  2604   0.589161E+02  -0.522076E+01   0.165569E-06  -0.522076E+01   0.287722E+01  -0.219072E-07   0.165569E-06  -0.219072E-07   0.126869E-08
  2605   0.589167E+02  -0.523876E+01   0.147519E-06  -0.523876E+01   0.286395E+01  -0.211977E-07   0.147519E-06  -0.211977E-07   0.126777E-08
  2606   0.589182E+02  -0.525597E+01   0.128882E-06  -0.525597E+01   0.285050E+01  -0.204211E-07   0.128882E-06  -0.204211E-07   0.126685E-08
  2607   0.589205E+02  -0.527237E+01   0.109703E-06  -0.527237E+01   0.283687E+01  -0.195805E-07   0.109703E-06  -0.195805E-07   0.126594E-08
  2608   0.589236E+02  -0.528795E+01   0.900275E-07  -0.528795E+01   0.282307E+01  -0.186794E-07   0.900275E-07  -0.186794E-07   0.126502E-08
  2609   0.589275E+02  -0.530270E+01   0.699000E-07  -0.530270E+01   0.280909E+01  -0.177209E-07   0.699000E-07  -0.177209E-07   0.126411E-08
  2610   0.589320E+02  -0.531664E+01   0.493661E-07  -0.531664E+01   0.279494E+01  -0.167082E-07   0.493661E-07  -0.167082E-07   0.126320E-08
  2611   0.589372E+02  -0.532974E+01   0.284711E-07  -0.532974E+01   0.278063E+01  -0.156447E-07   0.284711E-07  -0.156447E-07   0.126229E-08
  2612   0.589430E+02  -0.534200E+01   0.725997E-08  -0.534200E+01   0.276616E+01  -0.145337E-07   0.725997E-08  -0.145337E-07   0.126138E-08
  2613   0.589492E+02  -0.535344E+01  -0.142219E-07  -0.535344E+01   0.275153E+01  -0.133783E-07  -0.142219E-07  -0.133783E-07   0.126047E-08
  2614   0.589559E+02  -0.536402E+01  -0.359293E-07  -0.536402E+01   0.273677E+01  -0.121818E-07  -0.359293E-07  -0.121818E-07   0.125956E-08
  2615   0.589630E+02  -0.537376E+01  -0.578171E-07  -0.537376E+01   0.272185E+01  -0.109475E-07  -0.578171E-07  -0.109475E-07   0.125865E-08
  2616   0.589705E+02  -0.538265E+01  -0.798400E-07  -0.538265E+01   0.270680E+01  -0.967865E-08  -0.798400E-07  -0.967865E-08   0.125774E-08
  2617   0.589782E+02  -0.539069E+01  -0.101953E-06  -0.539069E+01   0.269161E+01  -0.837849E-08  -0.101953E-06  -0.837849E-08   0.125684E-08
  2618   0.589861E+02  -0.539788E+01  -0.124110E-06  -0.539788E+01   0.267629E+01  -0.705028E-08  -0.124110E-06  -0.705028E-08   0.125593E-08
  2619   0.589943E+02  -0.540421E+01  -0.146268E-06  -0.540421E+01   0.266085E+01  -0.569729E-08  -0.146268E-06  -0.569729E-08   0.125503E-08
  2620   0.590026E+02  -0.540969E+01  -0.168379E-06  -0.540969E+01   0.264529E+01  -0.432278E-08  -0.168379E-06  -0.432278E-08   0.125413E-08
  2621   0.590110E+02  -0.541432E+01  -0.190399E-06  -0.541432E+01   0.262962E+01  -0.292999E-08  -0.190399E-06  -0.292999E-08   0.125322E-08
  2622   0.590194E+02  -0.541808E+01  -0.212284E-06  -0.541808E+01   0.261383E+01  -0.152218E-08  -0.212284E-06  -0.152218E-08   0.125232E-08
  2623   0.590277E+02  -0.542099E+01  -0.233987E-06  -0.542099E+01   0.259795E+01  -0.102625E-09  -0.233987E-06  -0.102625E-09   0.125142E-08
  2624   0.590360E+02  -0.542304E+01  -0.255463E-06  -0.542304E+01   0.258196E+01   0.132543E-08  -0.255463E-06   0.132543E-08   0.125052E-08
  2625   0.590441E+02  -0.542424E+01  -0.276668E-06  -0.542424E+01   0.256587E+01   0.275873E-08  -0.276668E-06   0.275873E-08   0.124963E-08
  2626   0.590520E+02  -0.542457E+01  -0.297556E-06  -0.542457E+01   0.254971E+01   0.419400E-08  -0.297556E-06   0.419400E-08   0.124873E-08
  2627   0.590597E+02  -0.542405E+01  -0.318081E-06  -0.542405E+01   0.253345E+01   0.562801E-08  -0.318081E-06   0.562801E-08   0.124783E-08
  2628   0.590670E+02  -0.542267E+01  -0.338199E-06  -0.542267E+01   0.251711E+01   0.705747E-08  -0.338199E-06   0.705747E-08   0.124694E-08
  2629   0.590740E+02  -0.542043E+01  -0.357865E-06  -0.542043E+01   0.250070E+01   0.847915E-08  -0.357865E-06   0.847915E-08   0.124604E-08
  2630   0.590805E+02  -0.541733E+01  -0.377033E-06  -0.541733E+01   0.248422E+01   0.988978E-08  -0.377033E-06   0.988978E-08   0.124515E-08
  2631   0.590866E+02  -0.541339E+01  -0.395657E-06  -0.541339E+01   0.246767E+01   0.112861E-07  -0.395657E-06   0.112861E-07   0.124426E-08
  2632   0.590922E+02  -0.540860E+01  -0.413694E-06  -0.540860E+01   0.245107E+01   0.126649E-07  -0.413694E-06   0.126649E-07   0.124337E-08
  2633   0.590972E+02  -0.540297E+01  -0.431097E-06  -0.540297E+01   0.243441E+01   0.140228E-07  -0.431097E-06   0.140228E-07   0.124247E-08
  2634   0.591016E+02  -0.539650E+01  -0.447821E-06  -0.539650E+01   0.241771E+01   0.153566E-07  -0.447821E-06   0.153566E-07   0.124159E-08
  2635   0.591054E+02  -0.538920E+01  -0.463822E-06  -0.538920E+01   0.240097E+01   0.166632E-07  -0.463822E-06   0.166632E-07   0.124070E-08
  2636   0.591085E+02  -0.538108E+01  -0.479053E-06  -0.538108E+01   0.238419E+01   0.179391E-07  -0.479053E-06   0.179391E-07   0.123981E-08
  2637   0.591109E+02  -0.537214E+01  -0.493470E-06  -0.537214E+01   0.236738E+01   0.191811E-07  -0.493470E-06   0.191811E-07   0.123892E-08
  2638   0.591124E+02  -0.536237E+01  -0.507028E-06  -0.536237E+01   0.235055E+01   0.203861E-07  -0.507028E-06   0.203861E-07   0.123804E-08
  2639   0.591132E+02  -0.535179E+01  -0.519681E-06  -0.535179E+01   0.233370E+01   0.215507E-07  -0.519681E-06   0.215507E-07   0.123715E-08
  2640   0.591131E+02  -0.534040E+01  -0.531383E-06  -0.534040E+01   0.231683E+01   0.226716E-07  -0.531383E-06   0.226716E-07   0.123627E-08
  2641   0.591121E+02  -0.532820E+01  -0.542091E-06  -0.532820E+01   0.229995E+01   0.237457E-07  -0.542091E-06   0.237457E-07   0.123539E-08
  2642   0.591100E+02  -0.531520E+01  -0.551759E-06  -0.531520E+01   0.228307E+01   0.247696E-07  -0.551759E-06   0.247696E-07   0.123451E-08
  2643   0.591070E+02  -0.530141E+01  -0.560340E-06  -0.530141E+01   0.226618E+01   0.257402E-07  -0.560340E-06   0.257402E-07   0.123363E-08
  2644   0.591028E+02  -0.528682E+01  -0.567791E-06  -0.528682E+01   0.224929E+01   0.266540E-07  -0.567791E-06   0.266540E-07   0.123275E-08
  2645   0.590976E+02  -0.527145E+01  -0.574066E-06  -0.527145E+01   0.223242E+01   0.275080E-07  -0.574066E-06   0.275080E-07   0.123187E-08
  2646   0.590912E+02  -0.525531E+01  -0.579120E-06  -0.525531E+01   0.221555E+01   0.282988E-07  -0.579120E-06   0.282988E-07   0.123099E-08
  2647   0.590836E+02  -0.523839E+01  -0.582908E-06  -0.523839E+01   0.219871E+01   0.290231E-07  -0.582908E-06   0.290231E-07   0.123011E-08
  2648   0.590747E+02  -0.522071E+01  -0.585383E-06  -0.522071E+01   0.218189E+01   0.296778E-07  -0.585383E-06   0.296778E-07   0.122924E-08
  2649   0.590646E+02  -0.520228E+01  -0.586502E-06  -0.520228E+01   0.216510E+01   0.302595E-07  -0.586502E-06   0.302595E-07   0.122836E-08
  2650   0.590532E+02  -0.518311E+01  -0.586219E-06  -0.518311E+01   0.214834E+01   0.307650E-07  -0.586219E-06   0.307650E-07   0.122749E-08
  2651   0.590405E+02  -0.516319E+01  -0.584501E-06  -0.516319E+01   0.213162E+01   0.311918E-07  -0.584501E-06   0.311918E-07   0.122662E-08
  2652   0.590263E+02  -0.514254E+01  -0.581365E-06  -0.514254E+01   0.211494E+01   0.315408E-07  -0.581365E-06   0.315408E-07   0.122575E-08
  2653   0.590106E+02  -0.512117E+01  -0.576839E-06  -0.512117E+01   0.209831E+01   0.318135E-07  -0.576839E-06   0.318135E-07   0.122488E-08
  2654   0.589935E+02  -0.509908E+01  -0.570953E-06  -0.509908E+01   0.208172E+01   0.320115E-07  -0.570953E-06   0.320115E-07   0.122401E-08
  2655   0.589748E+02  -0.507628E+01  -0.563735E-06  -0.507628E+01   0.206520E+01   0.321364E-07  -0.563735E-06   0.321364E-07   0.122314E-08
  2656   0.589546E+02  -0.505278E+01  -0.555215E-06  -0.505278E+01   0.204873E+01   0.321898E-07  -0.555215E-06   0.321898E-07   0.122227E-08
